location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients_per_million,hosp_patients_per_million,total_tests_per_thousand,new_tests_per_thousand,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,population,gdp_per_capita
Pakistan,13/03/2020,31,3,,,0.14,,,,0.003,0,,,,,,220892331,5034.708
Pakistan,14/03/2020,53,22,,,0.24,,,,0.003,0,,,,,,220892331,5034.708
Pakistan,15/03/2020,136,83,,,0.616,,,,0.004,0.001,,,,,,220892331,5034.708
Pakistan,16/03/2020,236,100,,,1.068,,,,0.005,0.001,,,,,,220892331,5034.708
Pakistan,17/03/2020,299,63,,,1.354,,,,0.005,0,,,,,,220892331,5034.708
Pakistan,18/03/2020,454,155,2,2,2.055,0.009,,,0.01,0.005,0.256,,,,,220892331,5034.708
Pakistan,19/03/2020,501,47,3,1,2.268,0.014,,,0.015,0.006,0.164,,,,,220892331,5034.708
Pakistan,20/03/2020,730,229,3,0,3.305,0.014,,,0.018,0.003,0.206,,,,,220892331,5034.708
Pakistan,21/03/2020,776,46,5,2,3.513,0.023,,,0.024,0.006,0.159,,,,,220892331,5034.708
Pakistan,22/03/2020,875,99,6,1,3.961,0.027,,,0.025,0.001,0.16,,,,,220892331,5034.708
Pakistan,23/03/2020,972,97,7,1,4.4,0.032,,,0.027,0.002,0.156,,,,,220892331,5034.708
Pakistan,24/03/2020,1063,91,8,1,4.812,0.036,,,0.028,0.001,0.153,,,,,220892331,5034.708
Pakistan,25/03/2020,1201,138,9,1,5.437,0.041,,,0.029,0.001,0.174,,,,,220892331,5034.708
Pakistan,26/03/2020,1373,172,11,2,6.216,0.05,,,0.035,0.006,0.197,,,,,220892331,5034.708
Pakistan,27/03/2020,1495,122,12,1,6.768,0.054,,,0.06,0.024,0.083,,,,,220892331,5034.708
Pakistan,28/03/2020,1597,102,14,2,7.23,0.063,,,0.065,0.005,0.09,,,,,220892331,5034.708
Pakistan,29/03/2020,1717,120,21,7,7.773,0.095,,,0.067,0.002,0.091,,,,,220892331,5034.708
Pakistan,30/03/2020,1938,221,26,5,8.774,0.118,,,0.071,0.004,0.098,,,,,220892331,5034.708
Pakistan,31/03/2020,2118,180,27,1,9.588,0.122,,,0.072,0.001,0.107,,,,,220892331,5034.708
Pakistan,01/04/2020,2421,303,34,7,10.96,0.154,,,0.078,0.006,0.112,,,,,220892331,5034.708
Pakistan,02/04/2020,2686,265,40,6,12.16,0.181,,,0.137,0.059,0.058,,,,,220892331,5034.708
Pakistan,03/04/2020,2818,132,41,1,12.757,0.186,,,0.149,0.012,0.067,,,,,220892331,5034.708
Pakistan,04/04/2020,3157,339,47,6,14.292,0.213,,,0.158,0.009,0.076,,,,,220892331,5034.708
Pakistan,05/04/2020,3766,609,53,6,17.049,0.24,,,0.162,0.004,0.097,,,,,220892331,5034.708
Pakistan,06/04/2020,4035,269,57,4,18.267,0.258,,,0.177,0.015,0.089,,,,,220892331,5034.708
Pakistan,07/04/2020,4263,228,61,4,19.299,0.276,,,0.191,0.013,0.082,,,,,220892331,5034.708
Pakistan,08/04/2020,4489,226,65,4,20.322,0.294,,,0.203,0.012,0.075,,,,,220892331,5034.708
Pakistan,09/04/2020,4695,206,66,1,21.255,0.299,,,0.248,0.044,0.082,,,,,220892331,5034.708
Pakistan,10/04/2020,5011,316,86,20,22.685,0.389,,,0.262,0.014,0.088,,,,,220892331,5034.708
Pakistan,11/04/2020,5230,219,91,5,23.677,0.412,,,0.28,0.018,0.077,,,,,220892331,5034.708
Pakistan,12/04/2020,5496,266,93,2,24.881,0.421,,,0.295,0.015,0.059,,,,,220892331,5034.708
Pakistan,13/04/2020,5837,341,96,3,26.425,0.435,,,0.317,0.022,0.059,,,,,220892331,5034.708
Pakistan,14/04/2020,6383,546,111,15,28.896,0.503,,,0.332,0.016,0.068,,,,,220892331,5034.708
Pakistan,15/04/2020,6919,536,128,17,31.323,0.579,,,0.358,0.025,0.071,,,,,220892331,5034.708
Pakistan,16/04/2020,7025,106,135,7,31.803,0.611,,,0.383,0.026,0.078,,,,,220892331,5034.708
Pakistan,17/04/2020,7638,613,143,8,34.578,0.647,,,0.419,0.036,0.076,,,,,220892331,5034.708
Pakistan,18/04/2020,8348,710,168,25,37.792,0.761,,,0.446,0.027,0.085,,,,,220892331,5034.708
Pakistan,19/04/2020,8418,70,176,8,38.109,0.797,,,0.472,0.026,0.075,,,,,220892331,5034.708
Pakistan,20/04/2020,9565,1147,201,25,43.302,0.91,,,,,0.098,,,,,220892331,5034.708
Pakistan,21/04/2020,10076,511,212,11,45.615,0.96,,,0.506,,0.096,,,,,220892331,5034.708
Pakistan,22/04/2020,11155,1079,237,25,50.5,1.073,,,0.534,0.028,0.109,,,,,220892331,5034.708
Pakistan,23/04/2020,11940,785,253,16,54.053,1.145,,,0.564,0.03,0.123,,,,,220892331,5034.708
Pakistan,24/04/2020,12723,783,269,16,57.598,1.218,,,0.595,0.031,0.131,,,,,220892331,5034.708
Pakistan,25/04/2020,13328,605,281,12,60.337,1.272,,,0.625,0.031,0.126,,,,,220892331,5034.708
Pakistan,26/04/2020,13915,587,292,11,62.994,1.322,,,0.654,0.028,0.137,,,,,220892331,5034.708
Pakistan,27/04/2020,14612,697,312,20,66.15,1.412,,,0.682,0.029,0.118,,,,,220892331,5034.708
Pakistan,28/04/2020,15525,913,343,31,70.283,1.553,,,0.712,0.029,0.12,,,,,220892331,5034.708
Pakistan,29/04/2020,16817,1292,385,42,76.132,1.743,,,0.751,0.039,0.118,,,,,220892331,5034.708
Pakistan,30/04/2020,18114,1297,417,32,82.004,1.888,,,0.788,0.037,0.124,,,,,220892331,5034.708
Pakistan,01/05/2020,19103,989,440,23,86.481,1.992,,,0.825,0.036,0.126,,,,,220892331,5034.708
Pakistan,02/05/2020,20084,981,457,17,90.922,2.069,,,0.878,0.053,0.121,,,,,220892331,5034.708
Pakistan,03/05/2020,20941,857,476,19,94.802,2.155,,,0.919,0.041,0.12,,,,,220892331,5034.708
Pakistan,04/05/2020,22049,1108,514,38,99.818,2.327,,,0.962,0.043,0.12,,,,,220892331,5034.708
Pakistan,05/05/2020,24073,2024,564,50,108.981,2.553,,,1.007,0.045,0.131,,,,,220892331,5034.708
Pakistan,06/05/2020,24644,571,585,21,111.566,2.648,,,1.053,0.046,0.117,,,,,220892331,5034.708
Pakistan,07/05/2020,26435,1791,599,14,119.674,2.712,,,1.108,0.055,0.118,,,,,220892331,5034.708
Pakistan,08/05/2020,28736,2301,636,37,130.091,2.879,,,1.165,0.056,0.128,,,,,220892331,5034.708
Pakistan,09/05/2020,30334,1598,659,23,137.325,2.983,,,1.222,0.058,0.135,,,,,220892331,5034.708
Pakistan,10/05/2020,32081,1747,706,47,145.234,3.196,,,1.284,0.061,0.138,,,,,220892331,5034.708
Pakistan,11/05/2020,34336,2255,737,31,155.442,3.336,,,1.335,0.052,0.149,,,,,220892331,5034.708
Pakistan,12/05/2020,35298,962,761,24,159.797,3.445,,,1.385,0.05,0.135,,,,,220892331,5034.708
Pakistan,13/05/2020,35788,490,770,9,162.016,3.486,,,1.438,0.054,0.131,,,,,220892331,5034.708
Pakistan,14/05/2020,38799,3011,834,64,175.647,3.776,,,1.497,0.059,0.144,,,,,220892331,5034.708
Pakistan,15/05/2020,38799,0,834,0,175.647,3.776,,,1.559,0.062,0.115,,,,,220892331,5034.708
Pakistan,16/05/2020,40151,1352,873,39,181.767,3.952,,,1.626,0.067,0.11,,,,,220892331,5034.708
Pakistan,17/05/2020,42125,1974,903,30,190.704,4.088,,,1.69,0.064,0.112,,,,,220892331,5034.708
Pakistan,18/05/2020,43966,1841,939,36,199.038,4.251,,,1.754,0.063,0.104,,,,,220892331,5034.708
Pakistan,19/05/2020,45898,1932,985,46,207.784,4.459,,,1.812,0.059,0.112,,,,,220892331,5034.708
Pakistan,20/05/2020,48091,2193,1017,32,217.712,4.604,,,1.875,0.063,0.127,,,,,220892331,5034.708
Pakistan,21/05/2020,50694,2603,1067,50,229.496,4.83,,,1.945,0.069,0.12,,,,,220892331,5034.708
Pakistan,22/05/2020,52437,1743,1101,34,237.387,4.984,,,2.019,0.074,0.134,,,,,220892331,5034.708
Pakistan,23/05/2020,54601,2164,1133,32,247.184,5.129,,,2.086,0.067,0.142,,,,,220892331,5034.708
Pakistan,24/05/2020,56349,1748,1167,34,255.097,5.283,,,2.144,0.058,0.142,,,,,220892331,5034.708
Pakistan,25/05/2020,57705,1356,1197,30,261.236,5.419,,,2.19,0.045,0.143,,,,,220892331,5034.708
Pakistan,26/05/2020,59151,1446,1225,28,267.782,5.546,,,2.222,0.033,0.146,,,,,220892331,5034.708
Pakistan,27/05/2020,61227,2076,1260,35,277.18,5.704,,,2.261,0.038,0.154,,,,,220892331,5034.708
Pakistan,28/05/2020,64028,2801,1317,57,289.861,5.962,,,2.3,0.039,0.17,,,,,220892331,5034.708
Pakistan,29/05/2020,66457,2429,1395,78,300.857,6.315,,,2.354,0.054,0.189,,,,,220892331,5034.708
Pakistan,30/05/2020,69496,3039,1483,88,314.615,6.714,,,2.409,0.054,0.209,,,,,220892331,5034.708
Pakistan,31/05/2020,72460,2964,1543,60,328.033,6.985,,,2.476,0.068,0.219,,,,,220892331,5034.708
Pakistan,01/06/2020,76398,3938,1621,78,345.861,7.338,,,2.54,0.064,0.241,,,,,220892331,5034.708
Pakistan,02/06/2020,80463,4065,1688,67,364.263,7.642,,,2.617,0.076,0.245,,,,,220892331,5034.708
Pakistan,03/06/2020,85264,4801,1770,82,385.998,8.013,,,2.695,0.079,0.251,,,,,220892331,5034.708
Pakistan,04/06/2020,89249,3985,1838,68,404.038,8.321,,,2.786,0.091,0.235,,,,,220892331,5034.708
Pakistan,05/06/2020,93983,4734,1935,97,425.47,8.76,,,2.89,0.103,0.233,,,,,220892331,5034.708
Pakistan,06/06/2020,98943,4960,2002,67,447.924,9.063,,,2.99,0.1,0.229,,,,,220892331,5034.708
Pakistan,07/06/2020,103671,4728,2067,65,469.328,9.358,,,3.095,0.105,0.229,,,,,220892331,5034.708
Pakistan,08/06/2020,108317,4646,2172,105,490.361,9.833,,,3.195,0.101,0.221,,,,,220892331,5034.708
Pakistan,09/06/2020,113702,5385,2255,83,514.739,10.209,,,3.307,0.111,0.218,,,,,220892331,5034.708
Pakistan,10/06/2020,119536,5834,2356,101,541.151,10.666,,,3.415,0.108,0.216,,,,,220892331,5034.708
Pakistan,11/06/2020,125933,6397,2463,107,570.11,11.15,,,3.535,0.12,0.222,,,,,220892331,5034.708
Pakistan,12/06/2020,125933,0,2463,0,570.11,11.15,,,3.663,0.128,0.187,,,,,220892331,5034.708
Pakistan,13/06/2020,132405,6472,2551,88,599.41,11.549,,,3.798,0.135,0.187,,,,,220892331,5034.708
Pakistan,14/06/2020,144478,12073,2729,178,654.065,12.354,,,3.932,0.134,0.221,,,,,220892331,5034.708
Pakistan,15/06/2020,148921,4443,2839,110,674.179,12.852,,,4.064,0.132,0.212,,,,,220892331,5034.708
Pakistan,16/06/2020,154760,5839,2975,136,700.613,13.468,,,4.177,0.113,0.214,,,,,220892331,5034.708
Pakistan,17/06/2020,160118,5358,3093,118,724.869,14.002,,,4.304,0.127,0.206,,,,,220892331,5034.708
Pakistan,18/06/2020,165062,4944,3229,136,747.251,14.618,,,4.446,0.141,0.194,,,,,220892331,5034.708
Pakistan,19/06/2020,171666,6604,3382,153,777.148,15.311,,,4.577,0.132,0.226,,,,,220892331,5034.708
Pakistan,20/06/2020,176617,4951,3501,119,799.561,15.849,,,4.721,0.143,0.217,,,,,220892331,5034.708
Pakistan,21/06/2020,181088,4471,3590,89,819.802,16.252,,,4.851,0.131,0.18,,,,,220892331,5034.708
Pakistan,22/06/2020,185034,3946,3695,105,837.666,16.728,,,4.99,0.138,0.177,,,,,220892331,5034.708
Pakistan,23/06/2020,188926,3892,3755,60,855.285,16.999,,,5.101,0.111,0.167,,,,,220892331,5034.708
Pakistan,24/06/2020,192970,4044,3903,148,873.593,17.669,,,5.207,0.106,0.165,,,,,220892331,5034.708
Pakistan,25/06/2020,195745,2775,3962,59,886.156,17.936,,,5.306,0.099,0.162,,,,,220892331,5034.708
Pakistan,26/06/2020,198883,3138,4035,73,900.362,18.267,,,5.401,0.095,0.15,,,,,220892331,5034.708
Pakistan,27/06/2020,202955,4072,4118,83,918.796,18.643,,,5.497,0.096,0.154,,,,,220892331,5034.708
Pakistan,28/06/2020,206512,3557,4167,49,934.899,18.864,,,5.61,0.113,0.152,,,,,220892331,5034.708
Pakistan,29/06/2020,209337,2825,4304,137,947.688,19.485,,,5.714,0.104,0.152,,,,,220892331,5034.708
Pakistan,30/06/2020,213470,4133,4395,91,966.398,19.897,,,5.809,0.095,0.157,,,,,220892331,5034.708
Pakistan,01/07/2020,217809,4339,4473,78,986.041,20.25,,,5.91,0.101,0.16,,,,,220892331,5034.708
Pakistan,02/07/2020,221896,4087,4551,78,1004.544,20.603,,,6.01,0.1,0.168,,,,,220892331,5034.708
Pakistan,03/07/2020,221896,0,4551,0,1004.544,20.603,,,6.115,0.105,0.146,,,,,220892331,5034.708
Pakistan,04/07/2020,225283,3387,4619,68,1019.877,20.911,,,6.215,0.1,0.141,,,,,220892331,5034.708
Pakistan,05/07/2020,231818,6535,4762,143,1049.462,21.558,,,6.33,0.116,0.159,,,,,220892331,5034.708
Pakistan,06/07/2020,234509,2691,4839,77,1061.644,21.907,,,6.431,0.101,0.159,,,,,220892331,5034.708
Pakistan,07/07/2020,237489,2980,4922,83,1075.135,22.282,,,6.542,0.111,0.148,,,,,220892331,5034.708
Pakistan,08/07/2020,240848,3359,4983,61,1090.341,22.559,,,6.642,0.099,0.143,,,,,220892331,5034.708
Pakistan,09/07/2020,243599,2751,5058,75,1102.795,22.898,,,6.752,0.11,0.132,,,,,220892331,5034.708
Pakistan,10/07/2020,246351,2752,5123,65,1115.254,23.192,,,6.858,0.106,0.149,,,,,220892331,5034.708
Pakistan,11/07/2020,248872,2521,5197,74,1126.667,23.527,,,6.965,0.107,0.142,,,,,220892331,5034.708
Pakistan,12/07/2020,251625,2753,5266,69,1139.13,23.84,,,7.074,0.11,0.121,,,,,220892331,5034.708
Pakistan,13/07/2020,253604,1979,5320,54,1148.089,24.084,,,7.176,0.102,0.116,,,,,220892331,5034.708
Pakistan,14/07/2020,255769,2165,5386,66,1157.89,24.383,,,7.271,0.095,0.114,,,,,220892331,5034.708
Pakistan,15/07/2020,257914,2145,5426,40,1167.601,24.564,,,7.37,0.098,0.106,,,,,220892331,5034.708
Pakistan,16/07/2020,257914,0,5426,0,1167.601,24.564,,,7.48,0.11,0.089,,,,,220892331,5034.708
Pakistan,17/07/2020,261917,4003,5522,96,1185.722,24.999,,,7.588,0.108,0.097,,,,,220892331,5034.708
Pakistan,18/07/2020,263496,1579,5568,46,1192.871,25.207,,,7.692,0.104,0.091,,,,,220892331,5034.708
Pakistan,19/07/2020,265083,1587,5599,31,1200.055,25.347,,,7.794,0.102,0.085,,,,,220892331,5034.708
Pakistan,20/07/2020,266096,1013,5639,40,1204.641,25.528,,,7.881,0.087,0.08,,,,,220892331,5034.708
Pakistan,21/07/2020,267428,1332,5677,38,1210.671,25.7,,,7.961,0.081,0.077,,,,,220892331,5034.708
Pakistan,22/07/2020,269191,1763,5709,32,1218.653,25.845,,,8.044,0.083,0.076,,,,,220892331,5034.708
Pakistan,23/07/2020,270400,1209,5763,54,1224.126,26.09,,,8.146,0.101,0.085,,,,,220892331,5034.708
Pakistan,24/07/2020,271887,1487,5787,24,1230.858,26.198,,,8.245,0.1,0.069,,,,,220892331,5034.708
Pakistan,25/07/2020,273113,1226,5822,35,1236.408,26.357,,,8.352,0.107,0.066,,,,,220892331,5034.708
Pakistan,26/07/2020,273113,0,5822,0,1236.408,26.357,,,8.457,0.105,0.055,,,,,220892331,5034.708
Pakistan,27/07/2020,274289,1176,5842,20,1241.732,26.447,,,8.646,0.189,0.048,,,,,220892331,5034.708
Pakistan,28/07/2020,275225,936,5865,23,1245.969,26.551,,,8.742,0.096,0.045,,,,,220892331,5034.708
Pakistan,29/07/2020,276288,1063,5892,27,1250.781,26.674,,,8.84,0.098,0.04,,,,,220892331,5034.708
Pakistan,30/07/2020,277402,1114,5924,32,1255.824,26.818,,,8.933,0.093,0.04,,,,,220892331,5034.708
Pakistan,31/07/2020,278305,903,5951,27,1259.912,26.941,,,,,0.038,,,,,220892331,5034.708
Pakistan,01/08/2020,278305,0,5951,0,1259.912,26.941,,,9.1,,0.031,,,,,220892331,5034.708
Pakistan,02/08/2020,279699,1394,5976,25,1266.223,27.054,,,9.15,0.05,0.043,,,,,220892331,5034.708
Pakistan,03/08/2020,280461,762,5999,23,1269.673,27.158,,,9.199,0.049,0.051,,,,,220892331,5034.708
Pakistan,04/08/2020,280461,0,5999,0,1269.673,27.158,,,9.253,0.054,0.046,,,,,220892331,5034.708
Pakistan,05/08/2020,281136,675,6014,15,1272.729,27.226,,,,,0.049,,,,,220892331,5034.708
Pakistan,06/08/2020,281863,727,6035,21,1276.02,27.321,,,9.321,,0.052,,,,,220892331,5034.708
Pakistan,07/08/2020,282645,782,6052,17,1279.56,27.398,,,9.413,0.093,0.05,,,,,220892331,5034.708
Pakistan,08/08/2020,283487,842,6068,16,1283.372,27.47,,,9.524,0.11,0.055,,,,,220892331,5034.708
Pakistan,09/08/2020,284121,634,6082,14,1286.242,27.534,,,9.63,0.106,0.042,,,,,220892331,5034.708
Pakistan,10/08/2020,284660,539,6097,15,1288.682,27.602,,,9.722,0.093,0.036,,,,,220892331,5034.708
Pakistan,11/08/2020,285191,531,6112,15,1291.086,27.67,,,9.805,0.083,0.039,,,,,220892331,5034.708
Pakistan,12/08/2020,285921,730,6129,17,1294.391,27.747,,,9.898,0.093,0.035,,,,,220892331,5034.708
Pakistan,13/08/2020,286674,753,6139,10,1297.8,27.792,,,9.985,0.087,0.033,,,,,220892331,5034.708
Pakistan,14/08/2020,287300,626,6153,14,1300.634,27.855,,,10.093,0.107,0.031,,,,,220892331,5034.708
Pakistan,15/08/2020,288047,747,6162,9,1304.015,27.896,,,10.2,0.107,0.031,,,,,220892331,5034.708
Pakistan,16/08/2020,289215,1168,6175,13,1309.303,27.955,,,10.309,0.109,0.034,,,,,220892331,5034.708
Pakistan,17/08/2020,289215,0,6175,0,1309.303,27.955,,,10.411,0.102,0.03,,,,,220892331,5034.708
Pakistan,18/08/2020,289832,617,6190,15,1312.096,28.023,,,10.49,0.08,0.031,,,,,220892331,5034.708
Pakistan,19/08/2020,290445,613,6201,11,1314.871,28.073,,,10.594,0.103,0.029,,,,,220892331,5034.708
Pakistan,20/08/2020,290958,513,6209,8,1317.194,28.109,,,10.701,0.107,0.027,,,,,220892331,5034.708
Pakistan,21/08/2020,291588,630,6219,10,1320.046,28.154,,,10.817,0.116,0.027,,,,,220892331,5034.708
Pakistan,22/08/2020,292174,586,6231,12,1322.699,28.208,,,10.932,0.116,0.026,,,,,220892331,5034.708
Pakistan,23/08/2020,293261,1087,6244,13,1327.62,28.267,,,11.045,0.113,0.025,,,,,220892331,5034.708
Pakistan,24/08/2020,293261,0,6244,0,1327.62,28.267,,,11.153,0.107,0.025,,,,,220892331,5034.708
Pakistan,25/08/2020,293711,450,6255,11,1329.657,28.317,,,11.262,0.11,0.023,,,,,220892331,5034.708
Pakistan,26/08/2020,294193,482,6267,12,1331.839,28.371,,,11.374,0.111,0.022,,,,,220892331,5034.708
Pakistan,27/08/2020,294638,445,6274,7,1333.853,28.403,,,11.48,0.106,0.021,,,,,220892331,5034.708
Pakistan,28/08/2020,295053,415,6283,9,1335.732,28.444,,,11.586,0.106,0.02,,,,,220892331,5034.708
Pakistan,29/08/2020,295372,319,6284,1,1337.176,28.448,,,11.688,0.102,0.019,,,,,220892331,5034.708
Pakistan,30/08/2020,295636,264,6288,4,1338.371,28.466,,,11.785,0.097,0.015,,,,,220892331,5034.708
Pakistan,31/08/2020,295849,213,6294,6,1339.336,28.494,,,11.866,0.082,0.016,,,,,220892331,5034.708
Pakistan,01/09/2020,296149,300,6298,4,1340.694,28.512,,,11.961,0.095,0.016,,,,,220892331,5034.708
Pakistan,02/09/2020,297014,865,6328,30,1344.61,28.647,,,12.053,0.093,0.019,,,,,220892331,5034.708
Pakistan,03/09/2020,297512,498,6335,7,1346.864,28.679,,,12.152,0.098,0.019,,,,,220892331,5034.708
Pakistan,04/09/2020,298025,513,6340,5,1349.187,28.702,,,12.257,0.105,0.02,,,,,220892331,5034.708
Pakistan,05/09/2020,298025,0,6340,0,1349.187,28.702,,,12.369,0.113,0.018,,,,,220892331,5034.708
Pakistan,06/09/2020,298903,878,6345,5,1353.162,28.724,,,12.484,0.115,0.021,,,,,220892331,5034.708
Pakistan,07/09/2020,299233,330,6350,5,1354.655,28.747,,,12.579,0.095,0.021,,,,,220892331,5034.708
Pakistan,08/09/2020,299659,426,6359,9,1356.584,28.788,,,12.686,0.106,0.022,,,,,220892331,5034.708
Pakistan,09/09/2020,300030,371,6365,6,1358.264,28.815,,,12.789,0.103,0.019,,,,,220892331,5034.708
Pakistan,10/09/2020,300371,341,6370,5,1359.807,28.838,,,12.903,0.114,0.017,,,,,220892331,5034.708
Pakistan,11/09/2020,300955,584,6373,3,1362.451,28.851,,,13.036,0.134,0.017,,,,,220892331,5034.708
Pakistan,12/09/2020,301481,526,6379,6,1364.832,28.878,,,13.167,0.13,0.02,,,,,220892331,5034.708
Pakistan,13/09/2020,302020,539,6383,4,1367.272,28.896,,,13.309,0.142,0.017,,,,,220892331,5034.708
Pakistan,14/09/2020,302424,404,6389,6,1369.101,28.924,,,13.439,0.13,0.017,,,,,220892331,5034.708
Pakistan,15/09/2020,303089,665,6393,4,1372.112,28.942,,,13.563,0.123,0.018,,,,,220892331,5034.708
Pakistan,16/09/2020,303634,545,6399,6,1374.579,28.969,,,13.694,0.132,0.018,,,,,220892331,5034.708
Pakistan,17/09/2020,304386,752,6408,9,1377.984,29.01,,,13.838,0.144,0.019,,,,,220892331,5034.708
Pakistan,18/09/2020,305031,645,6415,7,1380.904,29.041,,,13.992,0.153,0.019,,,,,220892331,5034.708
Pakistan,19/09/2020,305671,640,6416,1,1383.801,29.046,,,14.153,0.162,0.019,,,,,220892331,5034.708
Pakistan,20/09/2020,306304,633,6420,4,1386.667,29.064,,,14.31,0.156,0.019,,,,,220892331,5034.708
Pakistan,21/09/2020,306886,582,6424,4,1389.301,29.082,,,14.461,0.151,0.02,,,,,220892331,5034.708
Pakistan,22/09/2020,307418,532,6432,8,1391.71,29.118,,,14.625,0.164,0.018,,,,,220892331,5034.708
Pakistan,23/09/2020,308217,799,6437,5,1395.327,29.141,,,14.777,0.153,0.019,,,,,220892331,5034.708
Pakistan,24/09/2020,309015,798,6444,7,1398.939,29.173,,,14.969,0.191,0.019,,,,,220892331,5034.708
Pakistan,25/09/2020,309581,566,6451,7,1401.502,29.204,,,15.139,0.17,0.018,,,,,220892331,5034.708
Pakistan,26/09/2020,310275,694,6457,6,1404.644,29.231,,,15.321,0.182,0.018,,,,,220892331,5034.708
Pakistan,27/09/2020,310841,566,6466,9,1407.206,29.272,,,15.486,0.165,0.017,,,,,220892331,5034.708
Pakistan,28/09/2020,311516,675,6474,8,1410.262,29.308,,,15.616,0.131,0.018,,,,,220892331,5034.708
Pakistan,29/09/2020,312263,747,6479,5,1413.643,29.331,,,15.764,0.148,0.019,,,,,220892331,5034.708
Pakistan,30/09/2020,312806,543,6484,5,1416.102,29.354,,,15.909,0.145,0.018,,,,,220892331,5034.708
Pakistan,01/10/2020,313431,625,6499,15,1418.931,29.422,,,16.064,0.155,0.018,,,,,220892331,5034.708
Pakistan,02/10/2020,313984,553,6507,8,1421.435,29.458,,,16.208,0.143,0.019,,,,,220892331,5034.708
Pakistan,03/10/2020,314616,632,6513,6,1424.296,29.485,,,16.367,0.159,0.019,,,,,220892331,5034.708
Pakistan,04/10/2020,314616,0,6513,0,1424.296,29.485,,,16.5,0.134,0.017,,,,,220892331,5034.708
Pakistan,05/10/2020,315727,1111,6523,10,1429.325,29.53,,,16.653,0.153,0.018,,,,,220892331,5034.708
Pakistan,06/10/2020,316351,624,6535,12,1432.15,29.585,,,16.762,0.109,0.019,,,,,220892331,5034.708
Pakistan,07/10/2020,316934,583,6544,9,1434.79,29.625,,,16.887,0.125,0.019,,,,,220892331,5034.708
Pakistan,08/10/2020,317595,661,6552,8,1437.782,29.662,,,17.028,0.141,0.02,,,,,220892331,5034.708
Pakistan,09/10/2020,318266,671,6558,6,1440.82,29.689,,,17.182,0.153,0.02,,,,,220892331,5034.708
Pakistan,10/10/2020,318932,666,6570,12,1443.835,29.743,,,17.334,0.152,0.02,,,,,220892331,5034.708
Pakistan,11/10/2020,319317,385,6580,10,1445.578,29.788,,,17.465,0.131,0.022,,,,,220892331,5034.708
Pakistan,12/10/2020,319848,531,6588,8,1447.981,29.824,,,17.587,0.122,0.02,,,,,220892331,5034.708
Pakistan,13/10/2020,320463,615,6601,13,1450.766,29.883,,,17.723,0.136,0.019,,,,,220892331,5034.708
Pakistan,14/10/2020,321218,755,6614,13,1454.184,29.942,,,17.854,0.131,0.02,,,,,220892331,5034.708
Pakistan,15/10/2020,321877,659,6621,7,1457.167,29.974,,,17.998,0.144,0.02,,,,,220892331,5034.708
Pakistan,16/10/2020,322452,575,6638,17,1459.77,30.051,,,18.151,0.153,0.02,,,,,220892331,5034.708
Pakistan,17/10/2020,323019,567,6654,16,1462.337,30.123,,,18.298,0.147,0.019,,,,,220892331,5034.708
Pakistan,18/10/2020,323452,433,6659,5,1464.297,30.146,,,18.443,0.145,0.019,,,,,220892331,5034.708
Pakistan,19/10/2020,324034,582,6673,14,1466.932,30.209,,,18.566,0.123,0.019,,,,,220892331,5034.708
Pakistan,20/10/2020,324744,710,6692,19,1470.146,30.295,,,18.661,0.095,0.021,,,,,220892331,5034.708
Pakistan,21/10/2020,325480,736,6702,10,1473.478,30.341,,,18.782,0.121,0.021,,,,,220892331,5034.708
Pakistan,22/10/2020,326216,736,6715,13,1476.81,30.399,,,18.911,0.129,0.022,,,,,220892331,5034.708
Pakistan,23/10/2020,327063,847,6727,12,1480.644,30.454,,,19.033,0.122,0.024,,,,,220892331,5034.708
Pakistan,24/10/2020,327895,832,6736,9,1484.411,30.494,,,19.174,0.14,0.025,,,,,220892331,5034.708
Pakistan,25/10/2020,328602,707,6739,3,1487.612,30.508,,,19.304,0.13,0.027,,,,,220892331,5034.708
Pakistan,26/10/2020,329375,773,6745,6,1491.111,30.535,,,19.424,0.12,0.028,,,,,220892331,5034.708
Pakistan,27/10/2020,330200,825,6759,14,1494.846,30.599,,,19.547,0.123,0.028,,,,,220892331,5034.708
Pakistan,28/10/2020,331108,908,6775,16,1498.957,30.671,,,19.68,0.133,0.028,,,,,220892331,5034.708
Pakistan,29/10/2020,332186,1078,6795,20,1503.837,30.762,,,19.813,0.133,0.03,,,,,220892331,5034.708
Pakistan,30/10/2020,332993,807,6806,11,1507.49,30.811,,,19.962,0.149,0.029,,,,,220892331,5034.708
Pakistan,31/10/2020,333970,977,6823,17,1511.913,30.888,,,20.061,0.098,0.031,,,,,220892331,5034.708
Pakistan,01/11/2020,335093,1123,6835,12,1516.997,30.943,,,20.186,0.125,0.033,,,,,220892331,5034.708
Pakistan,02/11/2020,336260,1167,6849,14,1522.28,31.006,,,20.312,0.127,0.035,,,,,220892331,5034.708
Pakistan,03/11/2020,337573,1313,6867,18,1528.224,31.088,,,20.439,0.127,0.037,,,,,220892331,5034.708
Pakistan,04/11/2020,338875,1302,6893,26,1534.118,31.205,,,20.559,0.12,0.04,,,,,220892331,5034.708
