location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients_per_million,hosp_patients_per_million,total_tests_per_thousand,new_tests_per_thousand,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,population,gdp_per_capita
Bangladesh,14/03/2020,3,0,,,0.018,,,,0.002,0,0.021,,,,,164689383,3523.984
Bangladesh,15/03/2020,5,2,,,0.03,,,,0.002,0,0.013,,,,,164689383,3523.984
Bangladesh,16/03/2020,8,3,,,0.049,,,,0.002,0,0.025,,,,,164689383,3523.984
Bangladesh,17/03/2020,10,2,,,0.061,,,,0.002,0,0.032,,,,,164689383,3523.984
Bangladesh,18/03/2020,14,4,1,1,0.085,0.006,,,0.003,0,0.046,,,,,164689383,3523.984
Bangladesh,19/03/2020,17,3,1,0,0.103,0.006,,,0.003,0,0.056,,,,,164689383,3523.984
Bangladesh,20/03/2020,20,3,1,0,0.121,0.006,,,0.003,0,0.066,,,,,164689383,3523.984
Bangladesh,21/03/2020,25,5,2,1,0.152,0.012,,,0.003,0,0.075,,,,,164689383,3523.984
Bangladesh,22/03/2020,27,2,2,0,0.164,0.012,,,0.004,0,0.067,,,,,164689383,3523.984
Bangladesh,23/03/2020,33,6,3,1,0.2,0.018,,,0.004,0.001,0.067,,,,,164689383,3523.984
Bangladesh,24/03/2020,39,6,4,1,0.237,0.024,,,0.005,0,0.07,,,,,164689383,3523.984
Bangladesh,25/03/2020,39,0,5,1,0.237,0.03,,,0.006,0.001,0.051,,,,,164689383,3523.984
Bangladesh,26/03/2020,44,5,5,0,0.267,0.03,,,0.006,0.001,0.048,,,,,164689383,3523.984
Bangladesh,27/03/2020,48,4,5,0,0.291,0.03,,,0.007,0,0.049,,,,,164689383,3523.984
Bangladesh,28/03/2020,48,0,5,0,0.291,0.03,,,0.007,0.001,0.037,,,,,164689383,3523.984
Bangladesh,29/03/2020,48,0,5,0,0.291,0.03,,,0.008,0.001,0.029,,,,,164689383,3523.984
Bangladesh,30/03/2020,49,1,5,0,0.298,0.03,,,0.01,0.002,0.018,,,,,164689383,3523.984
Bangladesh,31/03/2020,51,2,5,0,0.31,0.03,,,0.011,0.001,0.012,,,,,164689383,3523.984
Bangladesh,01/04/2020,54,3,6,1,0.328,0.036,,,0.012,0.001,0.015,,,,,164689383,3523.984
Bangladesh,02/04/2020,56,2,6,0,0.34,0.036,,,0.013,0.001,0.011,,,,,164689383,3523.984
Bangladesh,03/04/2020,61,5,6,0,0.37,0.036,,,0.015,0.003,0.009,,,,,164689383,3523.984
Bangladesh,04/04/2020,70,9,8,2,0.425,0.049,,,0.018,0.002,0.013,,,,,164689383,3523.984
Bangladesh,05/04/2020,88,18,9,1,0.534,0.055,,,0.022,0.004,0.018,,,,,164689383,3523.984
Bangladesh,06/04/2020,123,35,12,3,0.747,0.073,,,0.027,0.005,0.026,,,,,164689383,3523.984
Bangladesh,07/04/2020,164,41,17,5,0.996,0.103,,,0.033,0.006,0.031,,,,,164689383,3523.984
Bangladesh,08/04/2020,218,54,20,3,1.324,0.121,,,0.039,0.007,0.036,,,,,164689383,3523.984
Bangladesh,09/04/2020,330,112,21,1,2.004,0.128,,,0.047,0.007,0.049,,,,,164689383,3523.984
Bangladesh,10/04/2020,424,94,27,6,2.575,0.164,,,0.05,0.004,0.063,,,,,164689383,3523.984
Bangladesh,11/04/2020,482,58,30,3,2.927,0.182,,,0.059,0.008,0.061,,,,,164689383,3523.984
Bangladesh,12/04/2020,621,139,34,4,3.771,0.206,,,0.068,0.01,0.07,,,,,164689383,3523.984
Bangladesh,13/04/2020,803,182,39,5,4.876,0.237,,,0.08,0.012,0.078,,,,,164689383,3523.984
Bangladesh,14/04/2020,1012,209,46,7,6.145,0.279,,,0.09,0.011,0.089,,,,,164689383,3523.984
Bangladesh,15/04/2020,1231,219,50,4,7.475,0.304,,,0.103,0.013,0.096,,,,,164689383,3523.984
Bangladesh,16/04/2020,1572,341,60,10,9.545,0.364,,,0.117,0.013,0.108,,,,,164689383,3523.984
Bangladesh,17/04/2020,1838,266,75,15,11.16,0.455,,,0.129,0.013,0.109,,,,,164689383,3523.984
Bangladesh,18/04/2020,2144,306,84,9,13.018,0.51,,,0.145,0.016,0.116,,,,,164689383,3523.984
Bangladesh,19/04/2020,2456,312,91,7,14.913,0.553,,,0.162,0.016,0.119,,,,,164689383,3523.984
Bangladesh,20/04/2020,2948,492,101,10,17.9,0.613,,,0.18,0.018,0.13,,,,,164689383,3523.984
Bangladesh,21/04/2020,3382,434,110,9,20.536,0.668,,,0.198,0.019,0.133,,,,,164689383,3523.984
Bangladesh,22/04/2020,3772,390,120,10,22.904,0.729,,,0.219,0.021,0.133,,,,,164689383,3523.984
Bangladesh,23/04/2020,4186,414,127,7,25.418,0.771,,,0.242,0.022,0.127,,,,,164689383,3523.984
Bangladesh,24/04/2020,4689,503,131,4,28.472,0.795,,,0.262,0.02,0.131,,,,,164689383,3523.984
Bangladesh,25/04/2020,4998,309,140,9,30.348,0.85,,,0.283,0.021,0.126,,,,,164689383,3523.984
Bangladesh,26/04/2020,5416,418,145,5,32.886,0.88,,,0.306,0.023,0.124,,,,,164689383,3523.984
Bangladesh,27/04/2020,5913,497,152,7,35.904,0.923,,,0.332,0.026,0.118,,,,,164689383,3523.984
Bangladesh,28/04/2020,6462,549,155,3,39.238,0.941,,,0.363,0.03,0.114,,,,,164689383,3523.984
Bangladesh,29/04/2020,7103,641,163,8,43.13,0.99,,,0.393,0.03,0.117,,,,,164689383,3523.984
Bangladesh,30/04/2020,7667,564,168,5,46.554,1.02,,,0.426,0.034,0.114,,,,,164689383,3523.984
Bangladesh,01/05/2020,8238,571,170,2,50.021,1.032,,,0.462,0.035,0.108,,,,,164689383,3523.984
Bangladesh,02/05/2020,8790,552,175,5,53.373,1.063,,,0.494,0.033,0.109,,,,,164689383,3523.984
Bangladesh,03/05/2020,9455,665,177,2,57.411,1.075,,,0.532,0.038,0.108,,,,,164689383,3523.984
Bangladesh,04/05/2020,10143,688,182,5,61.589,1.105,,,0.567,0.035,0.109,,,,,164689383,3523.984
Bangladesh,05/05/2020,10929,786,183,1,66.361,1.111,,,,,0.121,,,,,164689383,3523.984
Bangladesh,06/05/2020,11719,790,186,3,71.158,1.129,,,0.605,0.038,0.132,,,,,164689383,3523.984
Bangladesh,07/05/2020,12425,706,199,13,75.445,1.208,,,0.641,0.036,0.135,,,,,164689383,3523.984
Bangladesh,08/05/2020,13134,709,206,7,79.75,1.251,,,0.677,0.036,0.138,,,,,164689383,3523.984
Bangladesh,09/05/2020,13770,636,214,8,83.612,1.299,,,0.71,0.033,0.14,,,,,164689383,3523.984
Bangladesh,10/05/2020,14657,887,228,14,88.998,1.384,,,0.745,0.035,0.149,,,,,164689383,3523.984
Bangladesh,11/05/2020,15691,1034,239,11,95.276,1.451,,,0.789,0.044,0.152,,,,,164689383,3523.984
Bangladesh,12/05/2020,16660,969,250,11,101.16,1.518,,,0.83,0.041,0.143,,,,,164689383,3523.984
Bangladesh,13/05/2020,17822,1162,269,19,108.216,1.633,,,0.878,0.048,0.136,,,,,164689383,3523.984
Bangladesh,14/05/2020,18863,1041,283,14,114.537,1.718,,,0.923,0.045,0.139,,,,,164689383,3523.984
Bangladesh,15/05/2020,20065,1202,298,15,121.835,1.809,,,0.975,0.052,0.141,,,,,164689383,3523.984
Bangladesh,16/05/2020,20995,930,314,16,127.482,1.907,,,1.016,0.041,0.143,,,,,164689383,3523.984
Bangladesh,17/05/2020,22268,1273,328,14,135.212,1.992,,,1.065,0.049,0.144,,,,,164689383,3523.984
Bangladesh,18/05/2020,23870,1602,349,21,144.94,2.119,,,1.125,0.059,0.148,,,,,164689383,3523.984
Bangladesh,19/05/2020,25121,1251,370,21,152.536,2.247,,,1.176,0.051,0.148,,,,,164689383,3523.984
Bangladesh,20/05/2020,26738,1617,386,16,162.354,2.344,,,1.238,0.062,0.15,,,,,164689383,3523.984
Bangladesh,21/05/2020,28511,1773,408,22,173.12,2.477,,,1.3,0.062,0.155,,,,,164689383,3523.984
Bangladesh,22/05/2020,30205,1694,432,24,183.406,2.623,,,1.359,0.059,0.16,,,,,164689383,3523.984
Bangladesh,23/05/2020,32078,1873,452,20,194.779,2.745,,,1.425,0.066,0.164,,,,,164689383,3523.984
Bangladesh,24/05/2020,33610,1532,480,28,204.081,2.915,,,1.479,0.054,0.166,,,,,164689383,3523.984
Bangladesh,25/05/2020,35585,1975,501,21,216.073,3.042,,,1.537,0.057,0.173,,,,,164689383,3523.984
Bangladesh,26/05/2020,36751,1166,522,21,223.153,3.17,,,1.57,0.033,0.179,,,,,164689383,3523.984
Bangladesh,27/05/2020,38292,1541,544,22,232.51,3.303,,,1.618,0.049,0.185,,,,,164689383,3523.984
Bangladesh,28/05/2020,40321,2029,559,15,244.831,3.394,,,1.675,0.057,0.192,,,,,164689383,3523.984
Bangladesh,29/05/2020,42844,2523,582,23,260.15,3.534,,,1.743,0.069,0.2,,,,,164689383,3523.984
Bangladesh,30/05/2020,44608,1764,610,28,270.861,3.704,,,1.804,0.061,0.201,,,,,164689383,3523.984
Bangladesh,31/05/2020,47153,2545,650,40,286.315,3.947,,,1.876,0.072,0.207,,,,,164689383,3523.984
Bangladesh,01/06/2020,49534,2381,672,22,300.772,4.08,,,1.945,0.069,0.207,,,,,164689383,3523.984
Bangladesh,02/06/2020,52445,2911,709,37,318.448,4.305,,,2.022,0.077,0.211,,,,,164689383,3523.984
Bangladesh,03/06/2020,55140,2695,746,37,334.812,4.53,,,2.098,0.076,0.213,,,,,164689383,3523.984
Bangladesh,04/06/2020,57563,2423,781,35,349.525,4.742,,,2.175,0.077,0.209,,,,,164689383,3523.984
Bangladesh,05/06/2020,60391,2828,811,30,366.696,4.924,,,2.261,0.086,0.206,,,,,164689383,3523.984
